Simulation.timestep md.compute.ThermodynamicQuantities.kinetic_temperature md.compute.ThermodynamicQuantities.pressure md.compute.ThermodynamicQuantities.kinetic_energy md.compute.ThermodynamicQuantities.potential_energy md.compute.ThermodynamicQuantities.volume
      841900                               0.90117                                           0.27010                                      2957.62896                                         28686.12170                                    2449.02921                
      842000                               0.91620                                          -0.14119                                      3006.95882                                         28610.82297                                    2451.06200                
      842100                               0.87953                                          -0.00671                                      2886.62043                                         28656.09797                                    2447.17655                
      842200                               0.91253                                          -0.11555                                      2994.92143                                         28501.47014                                    2439.48910                
      842300                               0.88973                                           0.03186                                      2920.09646                                         28553.37498                                    2437.56716                
      842400                               0.88012                                           0.00640                                      2888.56535                                         28620.65489                                    2445.75110                
      842500                               0.88839                                          -0.12411                                      2915.68486                                         28713.56821                                    2475.54055                
      842600                               0.90471                                          -0.06556                                      2969.27063                                         28837.67331                                    2481.84531                
      842700                               0.94292                                          -0.02073                                      3094.65371                                         28788.39079                                    2455.42256                
      842800                               0.90785                                           0.26506                                      2979.56557                                         28709.42573                                    2443.88255                
      842900                               0.85856                                           0.02560                                      2817.77845                                         28546.56151                                    2444.89715                
      843000                               0.83454                                          -0.03302                                      2738.95245                                         28510.28142                                    2444.97095                
      843100                               0.88811                                           0.25379                                      2914.76441                                         28542.75864                                    2430.71770                
      843200                               0.92333                                           0.08706                                      3030.35469                                         28686.29394                                    2443.95118                
      843300                               0.90647                                          -0.23444                                      2975.03795                                         28819.51981                                    2482.50624                
      843400                               0.90258                                          -0.37884                                      2962.25344                                         28805.93681                                    2505.25318                
      843500                               0.89503                                          -0.23816                                      2937.49493                                         28825.82407                                    2491.76538                
      843600                               0.90874                                           0.11045                                      2982.49285                                         28758.90979                                    2469.46055                
      843700                               0.91294                                           0.39086                                      2996.27257                                         28622.70860                                    2443.20145                
      843800                               0.90472                                           0.21655                                      2969.29574                                         28449.12378                                    2420.77260                
      843900                               0.84917                                           0.10343                                      2786.98758                                         28463.64907                                    2428.46325                
      844000                               0.83894                                          -0.03781                                      2753.40944                                         28571.60135                                    2445.83402                
      844100                               0.92480                                          -0.15988                                      3035.18181                                         28566.13737                                    2443.30199                
      844200                               0.93406                                           0.26667                                      3065.57490                                         28708.94211                                    2449.22005                
      844300                               0.90983                                          -0.24592                                      2986.07757                                         28722.97813                                    2466.64529                
      844400                               0.85607                                          -0.06695                                      2809.62337                                         28757.45050                                    2473.01852                
      844500                               0.86622                                          -0.19268                                      2842.92286                                         28693.03418                                    2466.89235                
      844600                               0.89600                                          -0.11021                                      2940.67191                                         28672.59826                                    2456.61273                
      844700                               0.91039                                           0.19346                                      2987.89591                                         28699.66990                                    2459.40504                
      844800                               0.90020                                          -0.10053                                      2954.46688                                         28693.02860                                    2468.53637                
      844900                               0.89942                                          -0.09598                                      2951.89225                                         28622.99597                                    2471.38375                
      845000                               0.86610                                          -0.02064                                      2842.55075                                         28720.81216                                    2468.61017                
      845100                               0.89865                                           0.36321                                      2949.37012                                         28660.37503                                    2450.82030                
      845200                               0.88771                                           0.43101                                      2913.44804                                         28696.03875                                    2448.52701                
      845300                               0.87800                                           0.01691                                      2881.60032                                         28697.84456                                    2464.90163                
      845400                               0.88707                                          -0.16675                                      2911.36405                                         28671.44003                                    2469.22908                
      845500                               0.88758                                           0.27239                                      2913.03127                                         28720.64488                                    2456.39830                
      845600                               0.90802                                           0.08871                                      2980.12290                                         28679.78479                                    2454.13228                
      845700                               0.89410                                           0.09196                                      2934.44078                                         28664.98783                                    2452.14654                
      845800                               0.91191                                          -0.02269                                      2992.89442                                         28513.99391                                    2445.27567                
      845900                               0.89194                                           0.18910                                      2927.33398                                         28524.62379                                    2441.38208                
      846000                               0.88130                                          -0.16835                                      2892.42037                                         28576.06492                                    2445.81670                
      846100                               0.90314                                           0.47843                                      2964.09143                                         28556.58520                                    2434.39655                
      846200                               0.89772                                           0.16266                                      2946.31707                                         28598.75356                                    2427.80808                
      846300                               0.88717                                           0.39512                                      2911.67620                                         28584.83802                                    2430.37793                
      846400                               0.86526                                          -0.04216                                      2839.79518                                         28636.44434                                    2453.36808                
      846500                               0.90977                                           0.04871                                      2985.87676                                         28561.00756                                    2449.67684                
      846600                               0.90252                                           0.13830                                      2962.08156                                         28641.76291                                    2450.25010                
      846700                               0.89556                                          -0.19847                                      2939.23013                                         28660.30926                                    2460.40058                
      846800                               0.86618                                          -0.00090                                      2842.80422                                         28750.65152                                    2475.10561                
      846900                               0.88220                                          -0.37685                                      2895.37676                                         28772.08598                                    2482.91977                
      847000                               0.92499                                           0.37870                                      3035.82562                                         28739.92328                                    2462.92017                
      847100                               0.92230                                           0.07383                                      3026.99386                                         28687.30048                                    2449.34521                
      847200                               0.88406                                           0.00200                                      2901.47063                                         28588.27121                                    2441.78815                
      847300                               0.87209                                          -0.18862                                      2862.20083                                         28465.20665                                    2434.37670                
      847400                               0.86519                                           0.05159                                      2839.55277                                         28515.31489                                    2431.11648                
      847500                               0.91755                                           0.10734                                      3011.38388                                         28516.58902                                    2437.70413                
      847600                               0.92065                                          -0.00815                                      3021.58592                                         28650.75971                                    2457.00862                
      847700                               0.89005                                           0.16606                                      2921.14348                                         28777.89291                                    2472.20856                
      847800                               0.88835                                          -0.19856                                      2915.54849                                         28773.25692                                    2471.79366                
      847900                               0.90203                                           0.06123                                      2960.45721                                         28689.08358                                    2461.76576                
      848000                               0.88459                                          -0.29404                                      2903.22280                                         28683.84122                                    2469.16639                
      848100                               0.87044                                           0.10460                                      2856.78931                                         28710.13421                                    2472.99989                
      848200                               0.88054                                           0.01422                                      2889.92490                                         28760.88918                                    2468.39247                
      848300                               0.90296                                          -0.18771                                      2963.50625                                         28774.82948                                    2469.25382                
      848400                               0.92514                                           0.28284                                      3036.30480                                         28670.21503                                    2465.24254                
      848500                               0.87774                                           0.05521                                      2880.73266                                         28707.27845                                    2461.51318                
      848600                               0.87368                                          -0.23968                                      2867.40269                                         28635.71087                                    2467.94988                
      848700                               0.87180                                          -0.26289                                      2861.24405                                         28675.69759                                    2477.88060                
      848800                               0.90926                                          -0.36073                                      2984.19885                                         28712.78373                                    2466.63440                
      848900                               0.92999                                          -0.06536                                      3052.21843                                         28760.50717                                    2457.39697                
      849000                               0.90465                                          -0.06706                                      2969.04771                                         28738.49743                                    2462.31763                
      849100                               0.86678                                          -0.15158                                      2844.75700                                         28664.19496                                    2466.97349                
      849200                               0.86341                                          -0.07940                                      2833.72288                                         28627.90786                                    2460.85338                
      849300                               0.89571                                           0.25131                                      2939.72506                                         28654.83391                                    2455.34321                
      849400                               0.92016                                          -0.05880                                      3019.97623                                         28735.76523                                    2454.31696                
      849500                               0.89825                                          -0.05132                                      2948.04321                                         28797.49250                                    2472.70237                
      849600                               0.87871                                          -0.17440                                      2883.91101                                         28807.60296                                    2494.85675                
      849700                               0.88437                                          -0.14983                                      2902.49883                                         28831.39828                                    2501.10850                
      849800                               0.89968                                           0.18374                                      2952.73446                                         28875.84607                                    2487.75424                
      849900                               0.94037                                           0.09652                                      3086.28858                                         28720.43758                                    2470.28990                
      850000                               0.89160                                           0.14846                                      2926.22435                                         28666.35566                                    2461.11542                
      850100                               0.86184                                          -0.29592                                      2828.56985                                         28579.04805                                    2454.80455                
      850200                               0.86512                                           0.02194                                      2839.32032                                         28557.86180                                    2443.16087                
      850300                               0.90856                                           0.37363                                      2981.88631                                         28531.12758                                    2429.23283                
      850400                               0.92898                                           0.59991                                      3048.92186                                         28530.34000                                    2413.16409                
      850500                               0.88976                                           0.03128                                      2920.18091                                         28561.61196                                    2453.21648                
      850600                               0.86867                                          -0.37135                                      2850.97327                                         28644.29869                                    2487.48169                
      850700                               0.89679                                          -0.18336                                      2943.27009                                         28776.82653                                    2498.43190                
      850800                               0.97008                                           0.30836                                      3183.80765                                         28768.25882                                    2475.49727                
      850900                               0.95100                                           0.00166                                      3121.16962                                         28750.58947                                    2472.37762                
      851000                               0.88378                                          -0.09346                                      2900.57258                                         28700.61932                                    2480.79782                
      851100                               0.85289                                          -0.38053                                      2799.17431                                         28657.70048                                    2476.04402                
      851200                               0.89387                                           0.05603                                      2933.67773                                         28600.79217                                    2455.47597                
      851300                               0.92404                                          -0.05812                                      3032.71185                                         28666.99316                                    2443.51388                
      851400                               0.92508                                           0.17754                                      3036.11566                                         28662.04371                                    2450.45556                
      851500                               0.88316                                          -0.08688                                      2898.54737                                         28646.90443                                    2457.16501                
      851600                               0.86589                                           0.09571                                      2841.85096                                         28595.49125                                    2450.62207                
      851700                               0.87746                                           0.10796                                      2879.82899                                         28583.90596                                    2444.29380                
      851800                               0.90343                                           0.19581                                      2965.07349                                         28603.70222                                    2438.28082                
      851900                               0.89739                                           0.40743                                      2945.23763                                         28682.38256                                    2457.70838                
      852000                               0.89391                                           0.02211                                      2933.80631                                         28693.86845                                    2468.27656                
      852100                               0.86909                                           0.16411                                      2852.36428                                         28799.82542                                    2482.32685                
      852200                               0.89428                                          -0.12432                                      2935.03771                                         28821.79477                                    2485.60818                
      852300                               0.90416                                           0.23602                                      2967.46388                                         28866.86123                                    2479.67279                
      852400                               0.91014                                          -0.15128                                      2987.06879                                         28780.52768                                    2474.96482                
      852500                               0.87449                                          -0.09301                                      2870.06951                                         28716.28266                                    2461.42191                
      852600                               0.89241                                          -0.24215                                      2928.87603                                         28513.71155                                    2443.85458                
      852700                               0.87794                                          -0.11666                                      2881.39470                                         28502.48003                                    2449.15030                
      852800                               0.87196                                          -0.29666                                      2861.76508                                         28623.49095                                    2463.58036                
      852900                               0.91409                                           0.32921                                      3000.05373                                         28692.30709                                    2442.52889                
      853000                               0.93539                                           0.06548                                      3069.95526                                         28663.59176                                    2446.83118                
      853100                               0.87483                                          -0.21248                                      2871.17962                                         28703.17603                                    2469.80790                
      853200                               0.88011                                          -0.39223                                      2888.51457                                         28591.56596                                    2470.52690                
      853300                               0.89209                                           0.38065                                      2927.82782                                         28598.35997                                    2456.90029                
      853400                               0.91866                                           0.42914                                      3015.04151                                         28624.52962                                    2438.14512                
      853500                               0.89483                                          -0.14836                                      2936.84092                                         28662.40840                                    2453.45433                
      853600                               0.85348                                           0.09215                                      2801.13231                                         28695.57142                                    2473.28234                
      853700                               0.88811                                          -0.07603                                      2914.77104                                         28613.67520                                    2475.01027                
      853800                               0.91527                                           0.09388                                      3003.91909                                         28675.42963                                    2456.42467                
      853900                               0.92929                                           0.33874                                      3049.91355                                         28660.20745                                    2446.16596                
      854000                               0.86885                                          -0.20236                                      2851.56493                                         28734.95460                                    2471.33655                
      854100                               0.86596                                          -0.38882                                      2842.09414                                         28708.27903                                    2492.74730                
      854200                               0.88652                                          -0.31319                                      2909.55815                                         28805.14053                                    2498.33922                
      854300                               0.91632                                           0.08330                                      3007.36348                                         28907.22085                                    2499.67261                
      854400                               0.93130                                          -0.04505                                      3056.51215                                         28877.06231                                    2490.58424                
      854500                               0.89955                                           0.17164                                      2952.32967                                         28790.19352                                    2472.75492                
      854600                               0.89601                                           0.04483                                      2940.69825                                         28544.91648                                    2452.39987                
      854700                               0.86260                                          -0.27948                                      2831.06601                                         28503.69709                                    2430.02868                
      854800                               0.88340                                           0.55826                                      2899.31936                                         28439.91662                                    2401.98147                
      854900                               0.91833                                           0.50121                                      3013.97045                                         28371.55456                                    2392.49248                
      855000                               0.88218                                           0.26611                                      2895.30760                                         28442.20134                                    2410.68884                
      855100                               0.86329                                           0.15010                                      2833.32117                                         28515.58540                                    2434.19502                
      855200                               0.90293                                          -0.23568                                      2963.42835                                         28544.94536                                    2453.67659                
      855300                               0.92090                                           0.36833                                      3022.39626                                         28716.03673                                    2454.28800                
      855400                               0.92035                                           0.39814                                      3020.60480                                         28773.75414                                    2455.00193                
      855500                               0.89584                                          -0.10505                                      2940.15556                                         28668.07726                                    2468.40463                
      855600                               0.85687                                          -0.13892                                      2812.25360                                         28596.37320                                    2461.24063                
      855700                               0.88122                                          -0.08917                                      2892.17719                                         28523.37834                                    2426.27046                
      855800                               0.89386                                           0.29963                                      2933.63437                                         28545.71504                                    2415.95295                
      855900                               0.88741                                           0.15515                                      2912.47161                                         28571.53550                                    2431.22212                
      856000                               0.89238                                           0.03956                                      2928.79983                                         28557.63680                                    2437.05089                
      856100                               0.89421                                          -0.16110                                      2934.79412                                         28582.99946                                    2449.89733                
      856200                               0.88857                                           0.24359                                      2916.27445                                         28696.66962                                    2466.90826                
      856300                               0.91313                                          -0.53503                                      2996.90434                                         28757.69038                                    2478.90862                
      856400                               0.93418                                           0.12744                                      3065.98192                                         28732.84167                                    2457.90447                
      856500                               0.92081                                           0.08788                                      3022.10582                                         28626.13827                                    2450.33313                
      856600                               0.85676                                           0.04261                                      2811.88927                                         28641.18042                                    2461.47019                
      856700                               0.86835                                          -0.57675                                      2849.92262                                         28596.35977                                    2466.42432                
      856800                               0.88500                                          -0.34581                                      2904.57279                                         28734.40455                                    2471.06465                
      856900                               0.92215                                           0.32703                                      3026.50549                                         28801.37504                                    2459.78091                
      857000                               0.92664                                           0.29945                                      3041.22790                                         28741.84588                                    2454.45770                
      857100                               0.86911                                           0.14707                                      2852.41414                                         28691.20516                                    2467.74485                
      857200                               0.86129                                          -0.33901                                      2826.75262                                         28589.41148                                    2465.14904                
      857300                               0.89570                                          -0.53291                                      2939.68080                                         28569.29861                                    2463.74737                
      857400                               0.90745                                           0.11639                                      2978.26698                                         28738.15070                                    2465.30729                
      857500                               0.93635                                           0.28404                                      3073.11284                                         28761.18734                                    2460.69575                
      857600                               0.90052                                          -0.09341                                      2955.51317                                         28762.63507                                    2470.30547                
      857700                               0.86788                                          -0.28778                                      2848.37380                                         28689.62342                                    2466.35656                
      857800                               0.86434                                          -0.06205                                      2836.77895                                         28622.88717                                    2454.51735                
      857900                               0.89237                                           0.26481                                      2928.75428                                         28563.52404                                    2437.55152                
      858000                               0.88918                                           0.18915                                      2918.27377                                         28630.21445                                    2441.02132                
      858100                               0.88163                                          -0.01285                                      2893.51494                                         28662.96746                                    2448.94835                
      858200                               0.86949                                          -0.07349                                      2853.66580                                         28732.55231                                    2470.66899                
      858300                               0.90976                                          -0.16405                                      2985.83041                                         28698.76454                                    2478.24506                
      858400                               0.94230                                           0.33396                                      3092.61243                                         28679.43105                                    2464.19791                
      858500                               0.90153                                           0.23732                                      2958.82387                                         28741.92804                                    2458.87346                
      858600                               0.88185                                          -0.36342                                      2894.22487                                         28633.27037                                    2453.78154                
      858700                               0.86106                                           0.06256                                      2826.01188                                         28572.41200                                    2454.56366                
      858800                               0.86401                                          -0.02255                                      2835.67988                                         28606.63781                                    2460.46036                
      858900                               0.91419                                           0.17422                                      3000.36477                                         28640.28781                                    2466.73700                
      859000                               0.93380                                           0.15484                                      3064.72845                                         28770.43060                                    2469.14563                
