Simulation.timestep md.compute.ThermodynamicQuantities.kinetic_temperature md.compute.ThermodynamicQuantities.pressure md.compute.ThermodynamicQuantities.kinetic_energy md.compute.ThermodynamicQuantities.potential_energy md.compute.ThermodynamicQuantities.volume
      511100                               0.89510                                           0.02224                                      2685.30406                                         22284.18373                                    2339.33507                
      511200                               0.91074                                           0.00247                                      2732.23306                                         22332.52860                                    2343.50925                
      511300                               0.90728                                          -0.38800                                      2721.83618                                         22334.85186                                    2350.29689                
      511400                               0.90066                                          -0.59229                                      2701.99149                                         22270.69867                                    2350.49258                
      511500                               0.89117                                          -0.09292                                      2673.52160                                         22235.80882                                    2334.05878                
      511600                               0.90778                                           0.46090                                      2723.34278                                         22160.22406                                    2307.91717                
      511700                               0.90105                                           0.66725                                      2703.15016                                         22106.08761                                    2290.07028                
      511800                               0.86871                                           0.01693                                      2606.12125                                         22098.66768                                    2304.35474                
      511900                               0.86441                                          -0.20631                                      2593.23478                                         22135.83971                                    2323.02221                
      512000                               0.90337                                          -0.21137                                      2710.10956                                         22216.23205                                    2331.86471                
      512100                               0.92493                                           0.00163                                      2774.80224                                         22355.40207                                    2337.52308                
      512200                               0.92661                                           0.01463                                      2779.84310                                         22351.15447                                    2333.07970                
      512300                               0.88807                                          -0.32783                                      2664.22194                                         22255.17327                                    2345.62062                
      512400                               0.85722                                          -0.54432                                      2571.64545                                         22192.46781                                    2352.07342                
      512500                               0.86557                                          -0.01804                                      2596.72456                                         22274.64569                                    2342.75735                
      512600                               0.92519                                          -0.08597                                      2775.57229                                         22365.18752                                    2341.34641                
      512700                               0.93625                                           0.16339                                      2808.75224                                         22421.00442                                    2355.29571                
      512800                               0.88667                                          -0.23770                                      2659.99746                                         22458.87732                                    2390.81995                
      512900                               0.83218                                          -0.25683                                      2496.54897                                         22583.43561                                    2415.63789                
      513000                               0.89700                                          -0.13724                                      2691.01493                                         22529.24002                                    2402.49243                
      513100                               0.93883                                          -0.18495                                      2816.49927                                         22536.15312                                    2383.19521                
      513200                               0.92259                                           0.14873                                      2767.76435                                         22508.19708                                    2369.31582                
      513300                               0.87545                                          -0.50104                                      2626.35437                                         22408.93994                                    2373.72467                
      513400                               0.84906                                          -0.37266                                      2547.17210                                         22338.55620                                    2376.50078                
      513500                               0.88351                                           0.03205                                      2650.52691                                         22304.29465                                    2352.04159                
      513600                               0.93351                                           0.19534                                      2800.51603                                         22312.15932                                    2334.35402                
      513700                               0.95134                                           0.04054                                      2854.00650                                         22210.41674                                    2324.48411                
      513800                               0.88539                                          -0.20384                                      2656.15825                                         22166.01124                                    2323.63257                
      513900                               0.85419                                          -0.08493                                      2562.57108                                         22130.63239                                    2326.65118                
      514000                               0.86925                                           0.29906                                      2607.74691                                         22164.47507                                    2318.22879                
      514100                               0.89225                                           0.09921                                      2676.75270                                         22293.92565                                    2329.12022                
      514200                               0.92553                                           0.01908                                      2776.59196                                         22345.32422                                    2347.95502                
      514300                               0.90429                                          -0.01388                                      2712.86973                                         22440.92476                                    2359.79556                
      514400                               0.90399                                          -0.06624                                      2711.97271                                         22376.41399                                    2354.69550                
      514500                               0.89268                                           0.11306                                      2678.03704                                         22311.15415                                    2338.54605                
      514600                               0.88585                                           0.02684                                      2657.54711                                         22252.16062                                    2333.91253                
      514700                               0.89468                                          -0.10689                                      2684.03767                                         22226.21204                                    2334.38056                
      514800                               0.88867                                           0.33507                                      2666.00068                                         22282.93378                                    2324.89635                
      514900                               0.91656                                           0.18048                                      2749.67505                                         22197.59533                                    2323.22465                
      515000                               0.90643                                          -0.14644                                      2719.28039                                         22175.62417                                    2324.53199                
      515100                               0.89615                                           0.09150                                      2688.46150                                         22150.66253                                    2309.91408                
      515200                               0.90722                                          -0.12838                                      2721.66812                                         22098.37645                                    2301.94518                
      515300                               0.89036                                           0.03874                                      2671.08622                                         22128.24855                                    2310.23143                
      515400                               0.87180                                          -0.01326                                      2615.40074                                         22220.35752                                    2334.22388                
      515500                               0.89165                                          -0.13394                                      2674.94699                                         22291.92741                                    2344.47656                
      515600                               0.94212                                          -0.22316                                      2826.37226                                         22301.47194                                    2354.36385                
      515700                               0.91383                                          -0.29849                                      2741.50051                                         22438.79806                                    2365.40760                
      515800                               0.88050                                          -0.44150                                      2641.49843                                         22485.38773                                    2383.46030                
      515900                               0.89291                                          -0.10758                                      2678.72044                                         22397.55320                                    2379.82933                
      516000                               0.88084                                          -0.01799                                      2642.51543                                         22454.68213                                    2380.13053                
      516100                               0.90124                                          -0.10652                                      2703.71377                                         22448.00185                                    2374.53145                
      516200                               0.90482                                           0.31084                                      2714.46434                                         22428.35043                                    2357.51980                
      516300                               0.88922                                          -0.16304                                      2667.66497                                         22369.77242                                    2359.45869                
      516400                               0.86620                                          -0.25273                                      2598.60488                                         22364.99030                                    2376.30207                
      516500                               0.88990                                          -0.50696                                      2669.69198                                         22362.59539                                    2375.92207                
      516600                               0.92314                                          -0.17119                                      2769.42060                                         22419.25631                                    2364.41950                
      516700                               0.91370                                           0.23430                                      2741.10051                                         22467.10882                                    2349.20861                
      516800                               0.89440                                           0.26009                                      2683.19218                                         22358.94779                                    2344.12360                
      516900                               0.86106                                          -0.17660                                      2583.17410                                         22223.70074                                    2332.89982                
      517000                               0.85458                                          -0.52091                                      2563.75139                                         22167.72879                                    2337.64375                
      517100                               0.88988                                          -0.17982                                      2669.64687                                         22229.98400                                    2333.04914                
      517200                               0.92786                                          -0.28193                                      2783.56712                                         22340.80118                                    2335.46485                
      517300                               0.92956                                           0.05842                                      2788.66821                                         22367.51752                                    2342.28660                
      517400                               0.91128                                          -0.50091                                      2733.84273                                         22293.13056                                    2357.36080                
      517500                               0.88851                                           0.00990                                      2665.52684                                         22233.17507                                    2337.14607                
      517600                               0.89879                                           0.24602                                      2696.35685                                         22148.43888                                    2311.93464                
      517700                               0.87295                                           0.42621                                      2618.83968                                         22192.86868                                    2304.82266                
      517800                               0.88359                                           0.05853                                      2650.77329                                         22154.57709                                    2326.70669                
      517900                               0.89026                                          -0.14231                                      2670.76652                                         22208.31359                                    2337.69155                
      518000                               0.91012                                          -0.02168                                      2730.37218                                         22300.49188                                    2340.31418                
      518100                               0.91923                                           0.27681                                      2757.68550                                         22349.21981                                    2329.30493                
      518200                               0.89618                                           0.21336                                      2688.53704                                         22285.28706                                    2336.36678                
      518300                               0.87171                                          -0.28402                                      2615.12125                                         22212.92375                                    2345.25750                
      518400                               0.87662                                          -0.26521                                      2629.85559                                         22236.48739                                    2340.46950                
      518500                               0.90829                                           0.31147                                      2724.86117                                         22276.81082                                    2322.31941                
      518600                               0.91934                                           0.08714                                      2758.02707                                         22285.47973                                    2339.78634                
      518700                               0.89056                                          -0.22626                                      2671.67921                                         22315.25000                                    2352.16067                
      518800                               0.87425                                           0.05206                                      2622.76078                                         22347.04648                                    2353.47861                
      518900                               0.89726                                          -0.14151                                      2691.78708                                         22333.87091                                    2357.79155                
      519000                               0.89862                                           0.17320                                      2695.84748                                         22376.84942                                    2338.88300                
      519100                               0.90022                                          -0.23324                                      2700.65023                                         22308.31027                                    2325.33498                
      519200                               0.87919                                          -0.03678                                      2637.55541                                         22201.10283                                    2332.24836                
      519300                               0.87134                                          -0.36117                                      2614.00984                                         22153.08056                                    2330.14296                
      519400                               0.89602                                          -0.11955                                      2688.05660                                         22172.59237                                    2320.53615                
      519500                               0.89316                                           0.36245                                      2679.49394                                         22279.48848                                    2312.56166                
      519600                               0.92026                                           0.49540                                      2760.77051                                         22175.15994                                    2294.36428                
      519700                               0.89789                                           0.15453                                      2693.67790                                         22073.94557                                    2289.05662                
      519800                               0.85379                                          -0.23371                                      2561.36103                                         22060.59590                                    2315.26902                
      519900                               0.86324                                          -0.03475                                      2589.71708                                         22127.44788                                    2328.12812                
      520000                               0.91373                                          -0.13487                                      2741.20324                                         22260.32679                                    2333.96991                
      520100                               0.94840                                           0.27616                                      2845.18981                                         22383.25848                                    2335.49803                
      520200                               0.92507                                           0.26502                                      2775.22258                                         22373.95881                                    2342.87489                
      520300                               0.85569                                           0.13274                                      2567.06717                                         22331.92144                                    2353.80054                
      520400                               0.84928                                          -0.33895                                      2547.85155                                         22241.52530                                    2343.15067                
      520500                               0.88390                                           0.19855                                      2651.71431                                         22263.58099                                    2330.23813                
      520600                               0.91778                                           0.43068                                      2753.34155                                         22337.65481                                    2326.68394                
      520700                               0.91800                                          -0.06875                                      2754.00758                                         22321.28024                                    2331.59937                
      520800                               0.86791                                           0.28806                                      2603.74379                                         22323.16810                                    2346.11526                
      520900                               0.85967                                          -0.28093                                      2579.02073                                         22321.40799                                    2363.62477                
      521000                               0.90223                                          -0.30578                                      2706.68556                                         22345.36650                                    2363.15140                
      521100                               0.94966                                           0.22368                                      2848.97217                                         22327.45929                                    2340.18239                
      521200                               0.93242                                           0.45128                                      2797.27481                                         22271.33107                                    2323.29470                
      521300                               0.85817                                          -0.06377                                      2574.50569                                         22222.80551                                    2316.92121                
      521400                               0.84034                                          -0.01811                                      2521.01166                                         22105.22825                                    2297.57974                
      521500                               0.87441                                           0.61741                                      2623.23749                                         22014.49854                                    2272.53800                
      521600                               0.90915                                           0.57569                                      2727.43818                                         21987.31690                                    2268.45151                
      521700                               0.86562                                          -0.06230                                      2596.85791                                         22142.58503                                    2317.04740                
      521800                               0.86723                                          -0.52379                                      2601.69943                                         22315.46220                                    2369.77583                
      521900                               0.91847                                          -0.34916                                      2755.40853                                         22473.28012                                    2381.82946                
      522000                               0.94696                                          -0.01776                                      2840.88278                                         22575.57846                                    2374.54040                
      522100                               0.91708                                          -0.08251                                      2751.24264                                         22481.75993                                    2381.29209                
      522200                               0.85087                                          -0.47086                                      2552.61926                                         22415.76263                                    2385.42354                
      522300                               0.85312                                          -0.23715                                      2559.35708                                         22344.80854                                    2370.35349                
      522400                               0.91827                                          -0.15887                                      2754.79517                                         22268.86585                                    2345.00460                
      522500                               0.95235                                           0.43812                                      2857.05914                                         22257.30906                                    2313.54293                
      522600                               0.89662                                          -0.00566                                      2689.85251                                         22274.66307                                    2316.23142                
      522700                               0.87520                                          -0.36092                                      2625.60863                                         22113.63900                                    2323.65743                
      522800                               0.85726                                           0.08491                                      2571.78628                                         22106.67084                                    2297.75343                
      522900                               0.90228                                           0.34238                                      2706.84486                                         22069.16844                                    2279.99025                
      523000                               0.91330                                           0.12068                                      2739.89994                                         22087.44135                                    2296.17386                
      523100                               0.87020                                           0.24839                                      2610.60855                                         22179.88917                                    2312.74761                
      523200                               0.88499                                           0.10988                                      2654.95540                                         22168.53423                                    2322.98635                
      523300                               0.91101                                          -0.12751                                      2733.02632                                         22200.92140                                    2319.02783                
      523400                               0.91465                                           0.08957                                      2743.93551                                         22238.55919                                    2315.90486                
      523500                               0.89038                                           0.04065                                      2671.12778                                         22248.63872                                    2329.37882                
      523600                               0.86934                                           0.34803                                      2608.02305                                         22283.26649                                    2333.89388                
      523700                               0.90635                                           0.17824                                      2719.06280                                         22220.73786                                    2331.81951                
      523800                               0.92409                                          -0.26899                                      2772.27848                                         22210.36735                                    2329.26064                
      523900                               0.88016                                           0.38923                                      2640.47729                                         22289.64327                                    2324.53769                
      524000                               0.90339                                          -0.14526                                      2710.18127                                         22167.75728                                    2328.23020                
      524100                               0.88211                                          -0.12499                                      2646.32933                                         22240.35770                                    2336.02726                
      524200                               0.92231                                          -0.02015                                      2766.93324                                         22205.67314                                    2322.12079                
      524300                               0.91970                                           0.15064                                      2759.10116                                         22223.27229                                    2306.86696                
      524400                               0.89609                                           0.24674                                      2688.27366                                         22175.82962                                    2306.52122                
      524500                               0.88895                                           0.14686                                      2666.86055                                         22056.52237                                    2310.43694                
      524600                               0.88057                                          -0.29987                                      2641.72176                                         22059.47463                                    2303.37371                
      524700                               0.89496                                           0.40772                                      2684.86622                                         22121.45999                                    2292.72164                
      524800                               0.92639                                           0.07258                                      2779.18131                                         22107.96896                                    2309.93871                
      524900                               0.88523                                          -0.27005                                      2655.67974                                         22240.76801                                    2340.34217                
      525000                               0.90212                                          -0.40354                                      2706.35200                                         22241.11377                                    2359.08604                
      525100                               0.91103                                          -0.04837                                      2733.09235                                         22348.14910                                    2353.20343                
      525200                               0.94158                                           0.28415                                      2824.72874                                         22328.29421                                    2337.88187                
      525300                               0.90152                                          -0.18718                                      2704.56493                                         22320.16676                                    2334.79379                
      525400                               0.87238                                           0.09310                                      2617.13108                                         22202.75762                                    2330.54160                
      525500                               0.87954                                           0.00377                                      2638.61319                                         22103.14983                                    2311.34425                
      525600                               0.88013                                           0.11272                                      2640.38268                                         22155.67137                                    2303.83043                
      525700                               0.91604                                          -0.11503                                      2748.11825                                         22146.27290                                    2307.02905                
      525800                               0.90548                                          -0.16538                                      2716.43464                                         22181.33925                                    2321.54494                
      525900                               0.87805                                          -0.36023                                      2634.14467                                         22266.59359                                    2345.66520                
      526000                               0.89337                                          -0.09998                                      2680.12098                                         22304.79578                                    2354.93815                
      526100                               0.91377                                           0.09447                                      2741.31634                                         22370.10903                                    2347.40705                
      526200                               0.93246                                           0.14308                                      2797.36849                                         22305.36209                                    2331.51976                
      526300                               0.90663                                           0.04058                                      2719.89634                                         22187.52776                                    2327.85796                
      526400                               0.86066                                          -0.08789                                      2581.97889                                         22149.62994                                    2324.24499                
      526500                               0.87811                                           0.36097                                      2634.33814                                         22092.71253                                    2306.60003                
      526600                               0.90766                                          -0.17873                                      2722.97463                                         22117.95831                                    2298.71872                
      526700                               0.91103                                           0.37587                                      2733.10430                                         22170.09702                                    2308.51307                
      526800                               0.90334                                          -0.34487                                      2710.02416                                         22200.07506                                    2339.04860                
      526900                               0.88325                                          -0.20342                                      2649.75806                                         22285.46234                                    2343.53660                
      527000                               0.91456                                          -0.10728                                      2743.68245                                         22246.69194                                    2331.28652                
      527100                               0.90142                                           0.22222                                      2704.25403                                         22258.14851                                    2319.72199                
      527200                               0.88168                                          -0.00018                                      2645.04394                                         22220.96145                                    2335.08069                
      527300                               0.85771                                          -0.20080                                      2573.13387                                         22305.35151                                    2352.17207                
      527400                               0.91583                                          -0.10891                                      2747.49165                                         22283.35837                                    2346.76260                
      527500                               0.93922                                           0.04979                                      2817.65820                                         22302.31655                                    2331.98894                
      527600                               0.91607                                           0.07158                                      2748.21651                                         22241.04279                                    2330.16355                
      527700                               0.86815                                          -0.08439                                      2604.43986                                         22176.34949                                    2323.27373                
      527800                               0.84970                                          -0.10709                                      2549.08621                                         22121.83908                                    2310.33598                
      527900                               0.89073                                           0.27913                                      2672.19228                                         22040.47283                                    2285.83563                
      528000                               0.91658                                           0.45053                                      2749.73572                                         22033.28461                                    2285.22123                
      528100                               0.88217                                           0.36802                                      2646.50385                                         22150.15855                                    2293.56303                
      528200                               0.88364                                          -0.22129                                      2650.93377                                         22171.52805                                    2327.13390                
